state_code,state_name,sex,urban,age_group,education,prevalence_pct,lower,upper,est_cases,population
IN-TG,Telangana,Male,Rural,80-84,Middle,14.14,11.59,17.25,6749,47736
IN-TG,Telangana,Male,Rural,80-84,Secondary,10.60,8.69,12.93,5060,47736
IN-TG,Telangana,Male,Rural,80-84,Higher,7.95,6.52,9.70,3795,47736
IN-TG,Telangana,Male,Rural,85+,All,24.30,19.93,29.65,57999,238680
IN-TG,Telangana,Male,Rural,85+,None,34.02,27.90,41.50,16239,47736
IN-TG,Telangana,Male,Rural,85+,Primary,25.51,20.92,31.12,12177,47736
IN-TG,Telangana,Male,Rural,85+,Middle,19.44,15.94,23.72,9279,47736
IN-TG,Telangana,Male,Rural,85+,Secondary,14.58,11.96,17.79,6959,47736
IN-TG,Telangana,Male,Rural,85+,Higher,10.93,8.96,13.33,5217,47736
IN-TG,Telangana,Female,All,60+,All,8.16,6.69,9.96,159120,1950000
IN-TG,Telangana,Female,All,60+,None,11.43,9.37,13.94,44577,390000
IN-TG,Telangana,Female,All,60+,Primary,8.57,7.03,10.46,33423,390000
IN-TG,Telangana,Female,All,60+,Middle,6.53,5.35,7.97,25467,390000
IN-TG,Telangana,Female,All,60+,Secondary,4.90,4.02,5.98,19110,390000
IN-TG,Telangana,Female,All,60+,Higher,3.67,3.01,4.48,14312,390000
IN-TG,Telangana,Female,All,60-64,All,3.67,3.01,4.48,12881,351000
IN-TG,Telangana,Female,All,60-64,None,5.14,4.21,6.27,3608,70200
IN-TG,Telangana,Female,All,60-64,Primary,3.86,3.17,4.71,2709,70200
IN-TG,Telangana,Female,All,60-64,Middle,2.94,2.41,3.59,2063,70200
IN-TG,Telangana,Female,All,60-64,Secondary,2.20,1.80,2.68,1544,70200
IN-TG,Telangana,Female,All,60-64,Higher,1.65,1.35,2.01,1158,70200
IN-TG,Telangana,Female,All,65-69,All,6.12,5.02,7.47,21481,351000
IN-TG,Telangana,Female,All,65-69,None,8.57,7.03,10.46,6016,70200
IN-TG,Telangana,Female,All,65-69,Primary,6.43,5.27,7.84,4513,70200
IN-TG,Telangana,Female,All,65-69,Middle,4.90,4.02,5.98,3439,70200
IN-TG,Telangana,Female,All,65-69,Secondary,3.67,3.01,4.48,2576,70200
IN-TG,Telangana,Female,All,65-69,Higher,2.76,2.26,3.37,1937,70200
IN-TG,Telangana,Female,All,70-74,All,9.39,7.70,11.46,32958,351000
IN-TG,Telangana,Female,All,70-74,None,13.15,10.78,16.04,9231,70200
IN-TG,Telangana,Female,All,70-74,Primary,9.86,8.09,12.03,6921,70200
IN-TG,Telangana,Female,All,70-74,Middle,7.51,6.16,9.16,5272,70200
IN-TG,Telangana,Female,All,70-74,Secondary,5.63,4.62,6.87,3952,70200
IN-TG,Telangana,Female,All,70-74,Higher,4.23,3.47,5.16,2969,70200
IN-TG,Telangana,Female,All,75-79,All,13.88,11.38,16.93,48718,351000
IN-TG,Telangana,Female,All,75-79,None,19.43,15.93,23.70,13639,70200
IN-TG,Telangana,Female,All,75-79,Primary,14.57,11.95,17.78,10228,70200
IN-TG,Telangana,Female,All,75-79,Middle,11.10,9.10,13.54,7792,70200
IN-TG,Telangana,Female,All,75-79,Secondary,8.33,6.83,10.16,5847,70200
IN-TG,Telangana,Female,All,75-79,Higher,6.25,5.13,7.63,4387,70200
IN-TG,Telangana,Female,All,80-84,All,19.60,16.07,23.91,68796,351000
IN-TG,Telangana,Female,All,80-84,None,27.43,22.49,33.46,19255,70200
IN-TG,Telangana,Female,All,80-84,Primary,20.58,16.88,25.11,14447,70200
IN-TG,Telangana,Female,All,80-84,Middle,15.68,12.86,19.13,11007,70200
IN-TG,Telangana,Female,All,80-84,Secondary,11.76,9.64,14.35,8255,70200
IN-TG,Telangana,Female,All,80-84,Higher,8.82,7.23,10.76,6191,70200
IN-TG,Telangana,Female,All,85+,All,26.94,22.09,32.87,94559,351000
IN-TG,Telangana,Female,All,85+,None,35.00,28.70,42.70,24570,70200
IN-TG,Telangana,Female,All,85+,Primary,28.29,23.20,34.51,19859,70200
IN-TG,Telangana,Female,All,85+,Middle,21.56,17.68,26.30,15135,70200
IN-TG,Telangana,Female,All,85+,Secondary,16.17,13.26,19.73,11351,70200
IN-TG,Telangana,Female,All,85+,Higher,12.13,9.95,14.80,8515,70200
IN-TG,Telangana,Female,Urban,60+,All,6.70,5.49,8.17,41808,624000
IN-TG,Telangana,Female,Urban,60+,None,9.37,7.68,11.43,11693,124800
IN-TG,Telangana,Female,Urban,60+,Primary,7.03,5.76,8.58,8773,124800
IN-TG,Telangana,Female,Urban,60+,Middle,5.36,4.40,6.54,6689,124800
IN-TG,Telangana,Female,Urban,60+,Secondary,4.02,3.30,4.90,5016,124800
IN-TG,Telangana,Female,Urban,60+,Higher,3.01,2.47,3.67,3756,124800
IN-TG,Telangana,Female,Urban,60-64,All,3.01,2.47,3.67,3380,112320
IN-TG,Telangana,Female,Urban,60-64,None,4.22,3.46,5.15,947,22464
IN-TG,Telangana,Female,Urban,60-64,Primary,3.16,2.59,3.86,709,22464
IN-TG,Telangana,Female,Urban,60-64,Middle,2.41,1.98,2.94,541,22464
IN-TG,Telangana,Female,Urban,60-64,Secondary,1.81,1.48,2.21,406,22464
IN-TG,Telangana,Female,Urban,60-64,Higher,1.36,1.12,1.66,305,22464
IN-TG,Telangana,Female,Urban,65-69,All,5.02,4.12,6.12,5638,112320
IN-TG,Telangana,Female,Urban,65-69,None,7.03,5.76,8.58,1579,22464
IN-TG,Telangana,Female,Urban,65-69,Primary,5.27,4.32,6.43,1183,22464
IN-TG,Telangana,Female,Urban,65-69,Middle,4.02,3.30,4.90,903,22464
IN-TG,Telangana,Female,Urban,65-69,Secondary,3.01,2.47,3.67,676,22464
IN-TG,Telangana,Female,Urban,65-69,Higher,2.26,1.85,2.76,507,22464
IN-TG,Telangana,Female,Urban,70-74,All,7.70,6.31,9.39,8648,112320
IN-TG,Telangana,Female,Urban,70-74,None,10.78,8.84,13.15,2421,22464
IN-TG,Telangana,Female,Urban,70-74,Primary,8.08,6.63,9.86,1815,22464
IN-TG,Telangana,Female,Urban,70-74,Middle,6.16,5.05,7.52,1383,22464
IN-TG,Telangana,Female,Urban,70-74,Secondary,4.62,3.79,5.64,1037,22464
IN-TG,Telangana,Female,Urban,70-74,Higher,3.46,2.84,4.22,777,22464
IN-TG,Telangana,Female,Urban,75-79,All,11.38,9.33,13.88,12782,112320
IN-TG,Telangana,Female,Urban,75-79,None,15.93,13.06,19.43,3578,22464
IN-TG,Telangana,Female,Urban,75-79,Primary,11.95,9.80,14.58,2684,22464
IN-TG,Telangana,Female,Urban,75-79,Middle,9.11,7.47,11.11,2046,22464
IN-TG,Telangana,Female,Urban,75-79,Secondary,6.83,5.60,8.33,1534,22464
IN-TG,Telangana,Female,Urban,75-79,Higher,5.12,4.20,6.25,1150,22464
IN-TG,Telangana,Female,Urban,80-84,All,16.07,13.18,19.61,18049,112320
IN-TG,Telangana,Female,Urban,80-84,None,22.50,18.45,27.45,5054,22464
IN-TG,Telangana,Female,Urban,80-84,Primary,16.87,13.83,20.58,3789,22464
IN-TG,Telangana,Female,Urban,80-84,Middle,12.85,10.54,15.68,2886,22464
IN-TG,Telangana,Female,Urban,80-84,Secondary,9.64,7.90,11.76,2165,22464
IN-TG,Telangana,Female,Urban,80-84,Higher,7.23,5.93,8.82,1624,22464
IN-TG,Telangana,Female,Urban,85+,All,22.09,18.11,26.95,24811,112320
IN-TG,Telangana,Female,Urban,85+,None,30.93,25.36,37.73,6948,22464
IN-TG,Telangana,Female,Urban,85+,Primary,23.20,19.02,28.30,5211,22464
IN-TG,Telangana,Female,Urban,85+,Middle,17.68,14.50,21.57,3971,22464
IN-TG,Telangana,Female,Urban,85+,Secondary,13.26,10.87,16.18,2978,22464
IN-TG,Telangana,Female,Urban,85+,Higher,9.94,8.15,12.13,2232,22464
IN-TG,Telangana,Female,Rural,60+,All,9.96,8.17,12.15,132069,1326000
IN-TG,Telangana,Female,Rural,60+,None,13.95,11.44,17.02,36995,265200
IN-TG,Telangana,Female,Rural,60+,Primary,10.46,8.58,12.76,27739,265200
IN-TG,Telangana,Female,Rural,60+,Middle,7.97,6.54,9.72,21136,265200
IN-TG,Telangana,Female,Rural,60+,Secondary,5.98,4.90,7.30,15858,265200
IN-TG,Telangana,Female,Rural,60+,Higher,4.48,3.67,5.47,11880,265200
IN-TG,Telangana,Female,Rural,60-64,All,4.48,3.67,5.47,10692,238680
IN-TG,Telangana,Female,Rural,60-64,None,6.28,5.15,7.66,2997,47736
IN-TG,Telangana,Female,Rural,60-64,Primary,4.71,3.86,5.75,2248,47736
IN-TG,Telangana,Female,Rural,60-64,Middle,3.59,2.94,4.38,1713,47736
IN-TG,Telangana,Female,Rural,60-64,Secondary,2.69,2.21,3.28,1284,47736
IN-TG,Telangana,Female,Rural,60-64,Higher,2.02,1.66,2.46,964,47736
IN-TG,Telangana,Female,Rural,65-69,All,7.47,6.13,9.11,17829,238680
IN-TG,Telangana,Female,Rural,65-69,None,10.46,8.58,12.76,4993,47736
IN-TG,Telangana,Female,Rural,65-69,Primary,7.84,6.43,9.56,3742,47736
IN-TG,Telangana,Female,Rural,65-69,Middle,5.98,4.90,7.30,2854,47736
IN-TG,Telangana,Female,Rural,65-69,Secondary,4.48,3.67,5.47,2138,47736
IN-TG,Telangana,Female,Rural,65-69,Higher,3.36,2.76,4.10,1603,47736
IN-TG,Telangana,Female,Rural,70-74,All,11.46,9.40,13.98,27352,238680
IN-TG,Telangana,Female,Rural,70-74,None,16.04,13.15,19.57,7656,47736
IN-TG,Telangana,Female,Rural,70-74,Primary,12.03,9.86,14.68,5742,47736
IN-TG,Telangana,Female,Rural,70-74,Middle,9.16,7.51,11.18,4372,47736
IN-TG,Telangana,Female,Rural,70-74,Secondary,6.87,5.63,8.38,3279,47736
IN-TG,Telangana,Female,Rural,70-74,Higher,5.15,4.22,6.28,2458,47736
IN-TG,Telangana,Female,Rural,75-79,All,16.93,13.88,20.65,40408,238680
IN-TG,Telangana,Female,Rural,75-79,None,23.71,19.44,28.93,11318,47736
IN-TG,Telangana,Female,Rural,75-79,Primary,17.78,14.58,21.69,8487,47736
IN-TG,Telangana,Female,Rural,75-79,Middle,13.55,11.11,16.53,6468,47736
IN-TG,Telangana,Female,Rural,75-79,Secondary,10.16,8.33,12.40,4849,47736
IN-TG,Telangana,Female,Rural,75-79,Higher,7.62,6.25,9.30,3637,47736
IN-TG,Telangana,Female,Rural,80-84,All,23.91,19.61,29.17,57068,238680
IN-TG,Telangana,Female,Rural,80-84,None,33.47,27.45,40.83,15977,47736
IN-TG,Telangana,Female,Rural,80-84,Primary,25.10,20.58,30.62,11981,47736
IN-TG,Telangana,Female,Rural,80-84,Middle,19.13,15.69,23.34,9131,47736
IN-TG,Telangana,Female,Rural,80-84,Secondary,14.34,11.76,17.49,6845,47736
IN-TG,Telangana,Female,Rural,80-84,Higher,10.76,8.82,13.13,5136,47736
IN-TG,Telangana,Female,Rural,85+,All,32.87,26.95,40.10,78454,238680
IN-TG,Telangana,Female,Rural,85+,None,35.00,28.70,42.70,16707,47736
IN-TG,Telangana,Female,Rural,85+,Primary,34.52,28.31,42.11,16478,47736
IN-TG,Telangana,Female,Rural,85+,Middle,26.30,21.57,32.09,12554,47736
IN-TG,Telangana,Female,Rural,85+,Secondary,19.72,16.17,24.06,9413,47736
IN-TG,Telangana,Female,Rural,85+,Higher,14.79,12.13,18.04,7060,47736
IN-GJ,Gujarat,Both,All,60+,All,6.80,5.58,8.30,421600,6200000
IN-GJ,Gujarat,Both,All,60+,None,9.52,7.81,11.61,118047,1240000
IN-GJ,Gujarat,Both,All,60+,Primary,7.14,5.85,8.71,88535,1240000
IN-GJ,Gujarat,Both,All,60+,Middle,5.44,4.46,6.64,67456,1240000
IN-GJ,Gujarat,Both,All,60+,Secondary,4.08,3.35,4.98,50592,1240000
IN-GJ,Gujarat,Both,All,60+,Higher,3.06,2.51,3.73,37944,1240000
IN-GJ,Gujarat,Both,All,60-64,All,3.06,2.51,3.73,34149,1116000
IN-GJ,Gujarat,Both,All,60-64,None,4.28,3.51,5.22,9552,223199
IN-GJ,Gujarat,Both,All,60-64,Primary,3.21,2.63,3.92,7164,223199
IN-GJ,Gujarat,Both,All,60-64,Middle,2.45,2.01,2.99,5468,223199
IN-GJ,Gujarat,Both,All,60-64,Secondary,1.84,1.51,2.24,4106,223199
IN-GJ,Gujarat,Both,All,60-64,Higher,1.38,1.13,1.68,3080,223199
IN-GJ,Gujarat,Both,All,65-69,All,5.10,4.18,6.22,56915,1116000
IN-GJ,Gujarat,Both,All,65-69,None,7.14,5.85,8.71,15936,223199
IN-GJ,Gujarat,Both,All,65-69,Primary,5.36,4.40,6.54,11963,223199
IN-GJ,Gujarat,Both,All,65-69,Middle,4.08,3.35,4.98,9106,223199
IN-GJ,Gujarat,Both,All,65-69,Secondary,3.06,2.51,3.73,6829,223199
IN-GJ,Gujarat,Both,All,65-69,Higher,2.30,1.89,2.81,5133,223199
IN-GJ,Gujarat,Both,All,70-74,All,7.82,6.41,9.54,87271,1116000
IN-GJ,Gujarat,Both,All,70-74,None,10.95,8.98,13.36,24440,223199
IN-GJ,Gujarat,Both,All,70-74,Primary,8.21,6.73,10.02,18324,223199
IN-GJ,Gujarat,Both,All,70-74,Middle,6.26,5.13,7.64,13972,223199
IN-GJ,Gujarat,Both,All,70-74,Secondary,4.69,3.85,5.72,10468,223199
IN-GJ,Gujarat,Both,All,70-74,Higher,3.52,2.89,4.29,7856,223199
IN-GJ,Gujarat,Both,All,75-79,All,11.56,9.48,14.10,129009,1116000
IN-GJ,Gujarat,Both,All,75-79,None,16.18,13.27,19.74,36113,223199
IN-GJ,Gujarat,Both,All,75-79,Primary,12.14,9.95,14.81,27096,223199
IN-GJ,Gujarat,Both,All,75-79,Middle,9.25,7.59,11.29,20645,223199
IN-GJ,Gujarat,Both,All,75-79,Secondary,6.94,5.69,8.47,15490,223199
IN-GJ,Gujarat,Both,All,75-79,Higher,5.20,4.26,6.34,11606,223199
IN-GJ,Gujarat,Both,All,80-84,All,16.32,13.38,19.91,182131,1116000
IN-GJ,Gujarat,Both,All,80-84,None,22.85,18.74,27.88,51000,223199
IN-GJ,Gujarat,Both,All,80-84,Primary,17.14,14.05,20.91,38256,223199
IN-GJ,Gujarat,Both,All,80-84,Middle,13.06,10.71,15.93,29149,223199
IN-GJ,Gujarat,Both,All,80-84,Secondary,9.79,8.03,11.94,21851,223199
IN-GJ,Gujarat,Both,All,80-84,Higher,7.34,6.02,8.95,16382,223199
IN-GJ,Gujarat,Both,All,85+,All,22.44,18.40,27.38,250430,1116000
IN-GJ,Gujarat,Both,All,85+,None,31.42,25.76,38.33,70129,223199
IN-GJ,Gujarat,Both,All,85+,Primary,23.56,19.32,28.74,52585,223199
IN-GJ,Gujarat,Both,All,85+,Middle,17.95,14.72,21.90,40064,223199
IN-GJ,Gujarat,Both,All,85+,Secondary,13.46,11.04,16.42,30042,223199
IN-GJ,Gujarat,Both,All,85+,Higher,10.10,8.28,12.32,22543,223199
IN-GJ,Gujarat,Both,Urban,60+,All,5.58,4.58,6.81,110707,1984000
IN-GJ,Gujarat,Both,Urban,60+,None,7.81,6.40,9.53,30990,396800
IN-GJ,Gujarat,Both,Urban,60+,Primary,5.85,4.80,7.14,23212,396800
IN-GJ,Gujarat,Both,Urban,60+,Middle,4.46,3.66,5.44,17697,396800
IN-GJ,Gujarat,Both,Urban,60+,Secondary,3.35,2.75,4.09,13292,396800
IN-GJ,Gujarat,Both,Urban,60+,Higher,2.51,2.06,3.06,9959,396800
IN-GJ,Gujarat,Both,Urban,60-64,All,2.51,2.06,3.06,8963,357120
IN-GJ,Gujarat,Both,Urban,60-64,None,3.51,2.88,4.28,2506,71424
IN-GJ,Gujarat,Both,Urban,60-64,Primary,2.63,2.16,3.21,1878,71424
IN-GJ,Gujarat,Both,Urban,60-64,Middle,2.01,1.65,2.45,1435,71424
IN-GJ,Gujarat,Both,Urban,60-64,Secondary,1.51,1.24,1.84,1078,71424
IN-GJ,Gujarat,Both,Urban,60-64,Higher,1.13,0.93,1.38,807,71424
IN-GJ,Gujarat,Both,Urban,65-69,All,4.18,3.43,5.10,14927,357120
IN-GJ,Gujarat,Both,Urban,65-69,None,5.85,4.80,7.14,4178,71424
IN-GJ,Gujarat,Both,Urban,65-69,Primary,4.39,3.60,5.36,3135,71424
IN-GJ,Gujarat,Both,Urban,65-69,Middle,3.35,2.75,4.09,2392,71424
IN-GJ,Gujarat,Both,Urban,65-69,Secondary,2.51,2.06,3.06,1792,71424
IN-GJ,Gujarat,Both,Urban,65-69,Higher,1.88,1.54,2.29,1342,71424
IN-GJ,Gujarat,Both,Urban,70-74,All,6.41,5.26,7.82,22891,357120
IN-GJ,Gujarat,Both,Urban,70-74,None,8.98,7.36,10.96,6413,71424
IN-GJ,Gujarat,Both,Urban,70-74,Primary,6.73,5.52,8.21,4806,71424
IN-GJ,Gujarat,Both,Urban,70-74,Middle,5.13,4.21,6.26,3664,71424
IN-GJ,Gujarat,Both,Urban,70-74,Secondary,3.85,3.16,4.70,2749,71424
IN-GJ,Gujarat,Both,Urban,70-74,Higher,2.89,2.37,3.53,2064,71424
IN-GJ,Gujarat,Both,Urban,75-79,All,9.48,7.77,11.57,33854,357120
IN-GJ,Gujarat,Both,Urban,75-79,None,13.27,10.88,16.19,9477,71424
IN-GJ,Gujarat,Both,Urban,75-79,Primary,9.95,8.16,12.14,7106,71424
IN-GJ,Gujarat,Both,Urban,75-79,Middle,7.58,6.22,9.25,5413,71424
IN-GJ,Gujarat,Both,Urban,75-79,Secondary,5.69,4.67,6.94,4064,71424
IN-GJ,Gujarat,Both,Urban,75-79,Higher,4.27,3.50,5.21,3049,71424
IN-GJ,Gujarat,Both,Urban,80-84,All,13.38,10.97,16.32,47782,357120
IN-GJ,Gujarat,Both,Urban,80-84,None,18.74,15.37,22.86,13384,71424
IN-GJ,Gujarat,Both,Urban,80-84,Primary,14.05,11.52,17.14,10035,71424
IN-GJ,Gujarat,Both,Urban,80-84,Middle,10.71,8.78,13.07,7649,71424
IN-GJ,Gujarat,Both,Urban,80-84,Secondary,8.03,6.58,9.80,5735,71424
IN-GJ,Gujarat,Both,Urban,80-84,Higher,6.02,4.94,7.34,4299,71424
IN-GJ,Gujarat,Both,Urban,85+,All,18.40,15.09,22.45,65710,357120
IN-GJ,Gujarat,Both,Urban,85+,None,25.76,21.12,31.43,18398,71424
IN-GJ,Gujarat,Both,Urban,85+,Primary,19.32,15.84,23.57,13799,71424
IN-GJ,Gujarat,Both,Urban,85+,Middle,14.72,12.07,17.96,10513,71424
IN-GJ,Gujarat,Both,Urban,85+,Secondary,11.04,9.05,13.47,7885,71424
IN-GJ,Gujarat,Both,Urban,85+,Higher,8.28,6.79,10.10,5913,71424
IN-GJ,Gujarat,Both,Rural,60+,All,8.30,6.81,10.13,349928,4216000
IN-GJ,Gujarat,Both,Rural,60+,None,11.61,9.52,14.16,97895,843200
IN-GJ,Gujarat,Both,Rural,60+,Primary,8.71,7.14,10.63,73442,843200
IN-GJ,Gujarat,Both,Rural,60+,Middle,6.64,5.44,8.10,55988,843200
IN-GJ,Gujarat,Both,Rural,60+,Secondary,4.98,4.08,6.08,41991,843200
IN-GJ,Gujarat,Both,Rural,60+,Higher,3.73,3.06,4.55,31451,843200
IN-GJ,Gujarat,Both,Rural,60-64,All,3.73,3.06,4.55,28306,758880
IN-GJ,Gujarat,Both,Rural,60-64,None,5.23,4.29,6.38,7937,151776
IN-GJ,Gujarat,Both,Rural,60-64,Primary,3.92,3.21,4.78,5949,151776
IN-GJ,Gujarat,Both,Rural,60-64,Middle,2.99,2.45,3.65,4538,151776
IN-GJ,Gujarat,Both,Rural,60-64,Secondary,2.24,1.84,2.73,3399,151776
IN-GJ,Gujarat,Both,Rural,60-64,Higher,1.68,1.38,2.05,2549,151776
IN-GJ,Gujarat,Both,Rural,65-69,All,6.22,5.10,7.59,47202,758880
IN-GJ,Gujarat,Both,Rural,65-69,None,8.71,7.14,10.63,13219,151776
IN-GJ,Gujarat,Both,Rural,65-69,Primary,6.53,5.35,7.97,9910,151776
IN-GJ,Gujarat,Both,Rural,65-69,Middle,4.98,4.08,6.08,7558,151776
IN-GJ,Gujarat,Both,Rural,65-69,Secondary,3.73,3.06,4.55,5661,151776
IN-GJ,Gujarat,Both,Rural,65-69,Higher,2.80,2.30,3.42,4249,151776
IN-GJ,Gujarat,Both,Rural,70-74,All,9.54,7.82,11.64,72397,758880
IN-GJ,Gujarat,Both,Rural,70-74,None,13.36,10.96,16.30,20277,151776
IN-GJ,Gujarat,Both,Rural,70-74,Primary,10.02,8.22,12.22,15207,151776
IN-GJ,Gujarat,Both,Rural,70-74,Middle,7.63,6.26,9.31,11580,151776
IN-GJ,Gujarat,Both,Rural,70-74,Secondary,5.72,4.69,6.98,8681,151776
IN-GJ,Gujarat,Both,Rural,70-74,Higher,4.29,3.52,5.23,6511,151776
IN-GJ,Gujarat,Both,Rural,75-79,All,14.10,11.56,17.20,107002,758880
IN-GJ,Gujarat,Both,Rural,75-79,None,19.74,16.19,24.08,29960,151776
IN-GJ,Gujarat,Both,Rural,75-79,Primary,14.81,12.14,18.07,22478,151776
IN-GJ,Gujarat,Both,Rural,75-79,Middle,11.28,9.25,13.76,17120,151776
IN-GJ,Gujarat,Both,Rural,75-79,Secondary,8.46,6.94,10.32,12840,151776
IN-GJ,Gujarat,Both,Rural,75-79,Higher,6.35,5.21,7.75,9637,151776
IN-GJ,Gujarat,Both,Rural,80-84,All,19.91,16.33,24.29,151093,758880
IN-GJ,Gujarat,Both,Rural,80-84,None,27.87,22.85,34.00,42299,151776
IN-GJ,Gujarat,Both,Rural,80-84,Primary,20.91,17.15,25.51,31736,151776
IN-GJ,Gujarat,Both,Rural,80-84,Middle,15.93,13.06,19.43,24177,151776
IN-GJ,Gujarat,Both,Rural,80-84,Secondary,11.95,9.80,14.58,18137,151776
IN-GJ,Gujarat,Both,Rural,80-84,Higher,8.96,7.35,10.93,13599,151776
IN-GJ,Gujarat,Both,Rural,85+,All,27.38,22.45,33.40,207781,758880
IN-GJ,Gujarat,Both,Rural,85+,None,35.00,28.70,42.70,53121,151776
IN-GJ,Gujarat,Both,Rural,85+,Primary,28.75,23.58,35.07,43635,151776
IN-GJ,Gujarat,Both,Rural,85+,Middle,21.90,17.96,26.72,33238,151776
IN-GJ,Gujarat,Both,Rural,85+,Secondary,16.43,13.47,20.04,24936,151776
IN-GJ,Gujarat,Both,Rural,85+,Higher,12.32,10.10,15.03,18698,151776
IN-GJ,Gujarat,Male,All,60+,All,5.78,4.74,7.05,179180,3100000
IN-GJ,Gujarat,Male,All,60+,None,8.09,6.63,9.87,50158,620000
IN-GJ,Gujarat,Male,All,60+,Primary,6.07,4.98,7.41,37634,620000
IN-GJ,Gujarat,Male,All,60+,Middle,4.62,3.79,5.64,28644,620000
IN-GJ,Gujarat,Male,All,60+,Secondary,3.47,2.85,4.23,21514,620000
IN-GJ,Gujarat,Male,All,60+,Higher,2.60,2.13,3.17,16120,620000
IN-GJ,Gujarat,Male,All,60-64,All,2.60,2.13,3.17,14508,558000
IN-GJ,Gujarat,Male,All,60-64,None,3.64,2.98,4.44,4062,111599
IN-GJ,Gujarat,Male,All,60-64,Primary,2.73,2.24,3.33,3046,111599
IN-GJ,Gujarat,Male,All,60-64,Middle,2.08,1.71,2.54,2321,111599
IN-GJ,Gujarat,Male,All,60-64,Secondary,1.56,1.28,1.90,1740,111599
IN-GJ,Gujarat,Male,All,60-64,Higher,1.17,0.96,1.43,1305,111599
IN-GJ,Gujarat,Male,All,65-69,All,4.34,3.56,5.29,24217,558000
IN-GJ,Gujarat,Male,All,65-69,None,6.07,4.98,7.41,6774,111599
IN-GJ,Gujarat,Male,All,65-69,Primary,4.55,3.73,5.55,5077,111599
IN-GJ,Gujarat,Male,All,65-69,Middle,3.47,2.85,4.23,3872,111599
IN-GJ,Gujarat,Male,All,65-69,Secondary,2.60,2.13,3.17,2901,111599
IN-GJ,Gujarat,Male,All,65-69,Higher,1.95,1.60,2.38,2176,111599
IN-GJ,Gujarat,Male,All,70-74,All,6.65,5.45,8.11,37107,558000
IN-GJ,Gujarat,Male,All,70-74,None,9.31,7.63,11.36,10389,111599
IN-GJ,Gujarat,Male,All,70-74,Primary,6.98,5.72,8.52,7789,111599
IN-GJ,Gujarat,Male,All,70-74,Middle,5.32,4.36,6.49,5937,111599
IN-GJ,Gujarat,Male,All,70-74,Secondary,3.99,3.27,4.87,4452,111599
IN-GJ,Gujarat,Male,All,70-74,Higher,2.99,2.45,3.65,3336,111599
IN-GJ,Gujarat,Male,All,75-79,All,9.83,8.06,11.99,54851,558000
IN-GJ,Gujarat,Male,All,75-79,None,13.76,11.28,16.79,15356,111599
IN-GJ,Gujarat,Male,All,75-79,Primary,10.32,8.46,12.59,11517,111599
IN-GJ,Gujarat,Male,All,75-79,Middle,7.86,6.45,9.59,8771,111599
IN-GJ,Gujarat,Male,All,75-79,Secondary,5.90,4.84,7.20,6584,111599
IN-GJ,Gujarat,Male,All,75-79,Higher,4.42,3.62,5.39,4932,111599
IN-GJ,Gujarat,Male,All,80-84,All,13.87,11.37,16.92,77394,558000
IN-GJ,Gujarat,Male,All,80-84,None,19.42,15.92,23.69,21672,111599
IN-GJ,Gujarat,Male,All,80-84,Primary,14.57,11.95,17.78,16259,111599
IN-GJ,Gujarat,Male,All,80-84,Middle,11.10,9.10,13.54,12387,111599
IN-GJ,Gujarat,Male,All,80-84,Secondary,8.32,6.82,10.15,9285,111599
IN-GJ,Gujarat,Male,All,80-84,Higher,6.24,5.12,7.61,6963,111599
IN-GJ,Gujarat,Male,All,85+,All,19.07,15.64,23.27,106410,558000
IN-GJ,Gujarat,Male,All,85+,None,26.70,21.89,32.57,29796,111599
IN-GJ,Gujarat,Male,All,85+,Primary,20.03,16.42,24.44,22353,111599
IN-GJ,Gujarat,Male,All,85+,Middle,15.26,12.51,18.62,17030,111599
IN-GJ,Gujarat,Male,All,85+,Secondary,11.44,9.38,13.96,12766,111599
IN-GJ,Gujarat,Male,All,85+,Higher,8.58,7.04,10.47,9575,111599
IN-GJ,Gujarat,Male,Urban,60+,All,4.74,3.89,5.78,47020,992000
IN-GJ,Gujarat,Male,Urban,60+,None,6.64,5.44,8.10,13173,198400
IN-GJ,Gujarat,Male,Urban,60+,Primary,4.98,4.08,6.08,9880,198400
IN-GJ,Gujarat,Male,Urban,60+,Middle,3.79,3.11,4.62,7519,198400
IN-GJ,Gujarat,Male,Urban,60+,Secondary,2.84,2.33,3.46,5634,198400
IN-GJ,Gujarat,Male,Urban,60+,Higher,2.13,1.75,2.60,4225,198400
IN-GJ,Gujarat,Male,Urban,60-64,All,2.13,1.75,2.60,3803,178560
IN-GJ,Gujarat,Male,Urban,60-64,None,2.99,2.45,3.65,1067,35712
IN-GJ,Gujarat,Male,Urban,60-64,Primary,2.24,1.84,2.73,799,35712
IN-GJ,Gujarat,Male,Urban,60-64,Middle,1.71,1.40,2.09,610,35712
IN-GJ,Gujarat,Male,Urban,60-64,Secondary,1.28,1.05,1.56,457,35712
IN-GJ,Gujarat,Male,Urban,60-64,Higher,1.00,0.82,1.22,357,35712
IN-GJ,Gujarat,Male,Urban,65-69,All,3.55,2.91,4.33,6338,178560
IN-GJ,Gujarat,Male,Urban,65-69,None,4.98,4.08,6.08,1778,35712
IN-GJ,Gujarat,Male,Urban,65-69,Primary,3.73,3.06,4.55,1332,35712
IN-GJ,Gujarat,Male,Urban,65-69,Middle,2.84,2.33,3.46,1014,35712
IN-GJ,Gujarat,Male,Urban,65-69,Secondary,2.13,1.75,2.60,760,35712
